Brand,Model,Length,Width,Thickness,Volume,Image URL,Total Length (inches)
pyzel,Pyzel Mini Ghost,5’3” , 18.63” , 2.38” ,25.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_P_MiniG.jpg?v=1631282472,63.0
pyzel,Pyzel Mini Ghost,6’1” , 20.00” , 2.69” ,34.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_P_MiniG.jpg?v=1631282472,73.0
pyzel,Pyzel Mini Ghost,"5'10"" ", 19.50” , 2.56” ,31.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_P_MiniG.jpg?v=1631282472,70.0
pyzel,Pyzel Mini Ghost,"6'0"" ", 19.88” , 2.63” ,33.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_P_MiniG.jpg?v=1631282472,72.0
pyzel,Pyzel Mini Ghost,"6'2"" ", 20.13” , 2.75” ,36.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_P_MiniG.jpg?v=1631282472,74.0
pyzel,Pyzel Mini Ghost,"5'6"" ", 19.00” , 2.44” ,27.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_P_MiniG.jpg?v=1631282472,66.0
pyzel,Pyzel Mini Ghost,"5'9"" ", 19.38” , 2.50” ,29.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_P_MiniG.jpg?v=1631282472,69.0
pyzel,Pyzel Mini Ghost,"5'8"" "," 19.25"" ", 2.50” ,29.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_P_MiniG.jpg?v=1631282472,68.0
pyzel,Pyzel Mini Padillac,"6'2"" ", 19.25” , 2.75” ,32.8,https://cdn.shopify.com/s/files/1/2062/5873/files/minipadillac.jpg?v=1674240530,74.0
pyzel,Pyzel Mini Padillac,6’10” , 20.75” , 3.00” ,42.8,https://cdn.shopify.com/s/files/1/2062/5873/files/minipadillac.jpg?v=1674240530,82.0
pyzel,Pyzel Mini Padillac,6’8” , 20.50” , 2.88” ,39.6,https://cdn.shopify.com/s/files/1/2062/5873/files/minipadillac.jpg?v=1674240530,80.0
pyzel,Pyzel Mini Padillac,6’4” , 19.63” , 2.75” ,34.3,https://cdn.shopify.com/s/files/1/2062/5873/files/minipadillac.jpg?v=1674240530,76.0
pyzel,Pyzel Mini Padillac,6’0” , 19.00” , 2.63” ,30.2,https://cdn.shopify.com/s/files/1/2062/5873/files/minipadillac.jpg?v=1674240530,72.0
pyzel,Pyzel Mini Padillac,6’6” , 20.13” , 2.81” ,36.9,https://cdn.shopify.com/s/files/1/2062/5873/files/minipadillac.jpg?v=1674240530,78.0
pyzel,Pyzel Padillac,"10'0"" "," 21.50"" "," 3.63"" ",80.4,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,120.0
pyzel,Pyzel Padillac,"6'10"" "," 19.75"" "," 2.75"" ",38.7,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,82.0
pyzel,Pyzel Padillac,"7'0"" "," 19.875"" "," 2.75"" ",39.8,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,84.0
pyzel,Pyzel Padillac,"8'6"" "," 21"" "," 3.50"" ",64.5,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,102.0
pyzel,Pyzel Padillac,"7'2"" "," 20"" "," 2.875"" ",42.6,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,86.0
pyzel,Pyzel Padillac,"9'0"" "," 21.25"" "," 3.50"" ",69.1,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,108.0
pyzel,Pyzel Padillac,"9'6"" "," 21.50"" "," 3.50"" ",73.3,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,114.0
pyzel,Pyzel Padillac,"7'6"" "," 20.38"" "," 3.125"" ",49.4,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,90.0
pyzel,Pyzel Padillac,"7'10"" "," 20.50"" "," 3.25"" ",53.9,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,94.0
pyzel,Pyzel Padillac,"7'4"" "," 20.25"" "," 3"" ",46.0,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,88.0
pyzel,Pyzel Padillac,"8'0"" "," 20.75"" "," 3.38"" ",58.0,https://cdn.shopify.com/s/files/1/2062/5873/files/padillac_board-web-cutout.png?9829650937582096781,96.0
pyzel,Pyzel Phantom,"5'7"" "," 19.00"" "," 2.375"" ",26.7,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,67.0
pyzel,Pyzel Phantom,"5'11"" "," 19.75"" "," 2.5"" ",31.0,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,71.0
pyzel,Pyzel Phantom,"6'1"" "," 20.25"" "," 2.625"" ",34.4,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,73.0
pyzel,Pyzel Phantom,"6'4"" "," 20.625"" "," 2.75"" ",38.2,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,76.0
pyzel,Pyzel Phantom,"5'10"" "," 19.50"" "," 2.5"" ",30.1,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,70.0
pyzel,Pyzel Phantom,"6'0"" "," 20.00"" "," 2.562"" ",32.6,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,72.0
pyzel,Pyzel Phantom,"6'6"" "," 21.00"" "," 3.00"" ",43.4,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,78.0
pyzel,Pyzel Phantom,"6'2"" "," 20.375"" "," 2.687"" ",35.9,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,74.0
pyzel,Pyzel Phantom,"5'9"" "," 19.25"" "," 2.437"" ",28.6,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,69.0
pyzel,Pyzel Phantom,"5'6"" "," 18.875"" "," 2.312"" ",25.4,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,66.0
pyzel,Pyzel Phantom,"5'8"" "," 19.125"" "," 2.375"" ",27.3,https://cdn.shopify.com/s/files/1/2062/5873/files/PyzelPhantomCutout.png?11374091225968594050,68.0
pyzel,Pyzel Power Tiger,"5'7"" "," 18.63"" "," 2.19"" ",24.0,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,67.0
pyzel,Pyzel Power Tiger,"5'11"" "," 19.13"" ", 2.44 ,29.2,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,71.0
pyzel,Pyzel Power Tiger,"6'1"" "," 19.38"" "," 2.56"" ",31.9,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,73.0
pyzel,Pyzel Power Tiger,"6'4"" "," 19.75"" "," 2.8.1"" ",37.0,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,76.0
pyzel,Pyzel Power Tiger,"5'10"" "," 19.00"" "," 2.38"" ",27.8,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,70.0
pyzel,Pyzel Power Tiger,"6'0"" "," 19.25"" "," 2.50"" ",30.5,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,72.0
pyzel,Pyzel Power Tiger,"6'3"" "," 19.63"" "," 2.75"" ",35.5,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,75.0
pyzel,Pyzel Power Tiger,"6'2"" "," 19.50"" "," 2.63"" ",33.4,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,74.0
pyzel,Pyzel Power Tiger,"5'9"" "," 18.88"" "," 2.31"" ",26.4,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,69.0
pyzel,Pyzel Power Tiger,"5'6"" "," 18.50"" "," 2.13"" ",22.9,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,66.0
pyzel,Pyzel Power Tiger,"5'8"" "," 18.75"" "," 2.25"" ",25.2,https://cdn.shopify.com/s/files/1/2062/5873/files/PowerTigerFront.png?v=1721998822,68.0
pyzel,Pyzel Precious,"5'5"" "," 19.00"" "," 2.19"" ",26.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Precious_Cutout.png?v=1708616403,65.0
pyzel,Pyzel Precious,"5'7"" "," 19.25"" "," 2.25"" ",28.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Precious_Cutout.png?v=1708616403,67.0
pyzel,Pyzel Precious,"6'0"" "," 20.00"" "," 2.44"" ",34.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Precious_Cutout.png?v=1708616403,72.0
pyzel,Pyzel Precious,"5'4"" "," 18.75"" "," 2.19"" ",26L,https://cdn.shopify.com/s/files/1/2062/5873/files/Precious_Cutout.png?v=1708616403,64.0
pyzel,Pyzel Precious,"5'11"" "," 19.75"" "," 2.38"" ",33.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Precious_Cutout.png?v=1708616403,71.0
pyzel,Pyzel Precious,"5'9"" "," 19.50"" "," 2.31"" ",30.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Precious_Cutout.png?v=1708616403,69.0
pyzel,Pyzel Puerto Padi,7’0” , 19.50” , 2.88” ,39.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Puerto_Padi.webp?v=1698854562,84.0
pyzel,Pyzel Puerto Padi,7’2” , 19.75” , 2.88” ,41.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Puerto_Padi.webp?v=1698854562,86.0
pyzel,Pyzel Puerto Padi,7’4” , 20.00” , 3.00” ,44.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Puerto_Padi.webp?v=1698854562,88.0
pyzel,Pyzel Puerto Padi,7’6” , 20.13” , 3.13” ,46.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Puerto_Padi.webp?v=1698854562,90.0
pyzel,Pyzel Puerto Padi,8’6” , 20.63” , 3.50” ,61.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Puerto_Padi.webp?v=1698854562,102.0
pyzel,Pyzel Puerto Padi,8’0” , 20.50” , 3.38” ,55.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Puerto_Padi.webp?v=1698854562,96.0
pyzel,Pyzel Puerto Padi,9’0” , 20.88” , 3.50” ,65.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Puerto_Padi.webp?v=1698854562,108.0
pyzel,Pyzel Puerto Padi,"7’10"" ", 20.38” , 3.25” ,52.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Puerto_Padi.webp?v=1698854562,94.0
pyzel,Pyzel Pyzalien II,5’11” , 19.38” ,  2.44” ,30.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,71.0
pyzel,Pyzel Pyzalien II,6’1” , 19.75” , 2.56” ,33.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,73.0
pyzel,Pyzel Pyzalien II,5’6” , 18.50” , 2.19” ,24.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,66.0
pyzel,Pyzel Pyzalien II,6’8” , 21.00” , 3.00” ,45.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,80.0
pyzel,Pyzel Pyzalien II,"6’0"" ", 19.50” , 2.50” ,31.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,72.0
pyzel,Pyzel Pyzalien II,5’10” , 19.25” , 2.38” ,28.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,70.0
pyzel,Pyzel Pyzalien II,5’5” , 18.38” ,  2.13” ,23.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,65.0
pyzel,Pyzel Pyzalien II,5’7” , 18.63” ,  2.25” ,25.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,67.0
pyzel,Pyzel Pyzalien II,6’2” , 20.00” , 2.63” ,34.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,74.0
pyzel,Pyzel Pyzalien II,5’8” , 18.75” , 2.31” ,26.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,68.0
pyzel,Pyzel Pyzalien II,5’9” , 19.00” , 2.31” ,27.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,69.0
pyzel,Pyzel Pyzalien II,6’4” , 20.50” , 2.75” ,38.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,76.0
pyzel,Pyzel Pyzalien II,6’6” , 20.88” , 2.88” ,41.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzalien2.jpg?v=1584037042,78.0
pyzel,Pyzel Radius Prime,"5'11"" "," 18.88"" "," 2.44"" ",28.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,71.0
pyzel,Pyzel Radius Prime,"6'1"" "," 19.25"" "," 2.56"" ",31.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,73.0
pyzel,Pyzel Radius Prime,"6'4"" "," 20.00"" "," 2.75"" ",36.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,76.0
pyzel,Pyzel Radius Prime,"5'10"" "," 18.75"" "," 2.38"" ",27L,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,70.0
pyzel,Pyzel Radius Prime,"6'0"" "," 19.00"" "," 2.50"" ",29.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,72.0
pyzel,Pyzel Radius Prime,"6'6"" "," 20.25"" "," 2.88"" ",39.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,78.0
pyzel,Pyzel Radius Prime,"6'2"" "," 19.50"" "," 2.63"" ",32.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,74.0
pyzel,Pyzel Radius Prime,"6'3"" "," 19.75"" "," 2.69"" ",34.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,75.0
pyzel,Pyzel Radius Prime,"5'9"" "," 18.63"" "," 2.31"" ",25.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,69.0
pyzel,Pyzel Radius Prime,"5'8"" "," 18.50"" "," 2.25"" ",24.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Pyzel_RadiusPrime.webp?v=1707424064,68.0
pyzel,Pyzel Red Tiger,5’11” , 19.375” , 2.437” ,30.0,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,71.0
pyzel,Pyzel Red Tiger,6'1” , 19.625” , 2.562” ,32.7,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,73.0
pyzel,Pyzel Red Tiger,"5’10"" ", 19.25” , 2.375” ,28.7,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,70.0
pyzel,Pyzel Red Tiger,5’4” , 18.375” , 2.062” ,22.2,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,64.0
pyzel,Pyzel Red Tiger,6'0” , 19.5” , 2.5” ,31.3,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,72.0
pyzel,Pyzel Red Tiger,5’6” , 18.625” , 2.125” ,23.9,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,66.0
pyzel,Pyzel Red Tiger,6'3” , 19.875” , 2.75” ,36.2,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,75.0
pyzel,Pyzel Red Tiger,6'2” , 19.75” , 2.625” ,34.2,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,74.0
pyzel,Pyzel Red Tiger,5’5” , 18.5” , 2.125” ,23.3,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,65.0
pyzel,Pyzel Red Tiger,5’7” , 18.875” , 2.187” ,25.1,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,67.0
pyzel,Pyzel Red Tiger,6'4” , 20” , 2.75” ,36.9,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,76.0
pyzel,Pyzel Red Tiger,5’8” , 19” , 2.25” ,26.3,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,68.0
pyzel,Pyzel Red Tiger,5’9” , 19.125” , 2.312” ,27.5,https://cdn.shopify.com/s/files/1/2062/5873/files/red-tiger.jpg?v=1678133465,69.0
pyzel,Pyzel Red Tiger XL,"5'4"" "," 18.63"" "," 2.13"" ",23.1,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,64.0
pyzel,Pyzel Red Tiger XL,"6'4"" "," 20.25"" "," 2.88"" ",39.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,76.0
pyzel,Pyzel Red Tiger XL,"6'0"" "," 19.75"" "," 2.63"" ",33.2,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,72.0
pyzel,Pyzel Red Tiger XL,"5'5"" "," 18.88"" "," 2.19"" ",24.4,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,65.0
pyzel,Pyzel Red Tiger XL,"5'7"" "," 19.13"" "," 2.31"" ",26.7,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,67.0
pyzel,Pyzel Red Tiger XL,"5'11"" "," 19.63"" "," 2.56"" ",31.8,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,71.0
pyzel,Pyzel Red Tiger XL,"6'1"" "," 19.88"" "," 2.75"" ",35.3,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,73.0
pyzel,Pyzel Red Tiger XL,"6'6"" "," 20.75"" "," 2.94"" ",41.8,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,78.0
pyzel,Pyzel Red Tiger XL,"5'10"" "," 19.50"" "," 2.50"" ",30.5,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,70.0
pyzel,Pyzel Red Tiger XL,"6'2"" "," 20.00"" "," 2.75"" ",36.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,74.0
pyzel,Pyzel Red Tiger XL,"6'8"" "," 21.00"" "," 3.00"" ",44.1,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,80.0
pyzel,Pyzel Red Tiger XL,"5'6"" "," 19.00"" "," 2.25"" ",25.5,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,66.0
pyzel,Pyzel Red Tiger XL,"5'9"" "," 19.38"" "," 2.44"" ",29.2,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,69.0
pyzel,Pyzel Red Tiger XL,"5'8"" "," 19.25"" "," 2.38"" ",27.8,https://cdn.shopify.com/s/files/1/2062/5873/files/RedtigerXL-cutout.png?v=1678909079,68.0
pyzel,Pyzel White Tiger,5’2” , 19” , 2.31” ,25.5,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,62.0
pyzel,Pyzel White Tiger,5’3” , 19.125” , 2.375” ,26.9,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,63.0
pyzel,Pyzel White Tiger,5’6” , 19.5” , 2.5” ,30.1,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,66.0
pyzel,Pyzel White Tiger,6’0” , 20.75” , 2.75” ,38.4,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,72.0
pyzel,Pyzel White Tiger,5’10” , 20.375” , 2.687” ,35.9,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,70.0
pyzel,Pyzel White Tiger,5’5” , 19.375” , 2.5” ,29.5,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,65.0
pyzel,Pyzel White Tiger,6'6” , 21.75” , 3” ,47.9,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,78.0
pyzel,Pyzel White Tiger,5’8” , 20” , 2.625” ,33.5,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,68.0
pyzel,Pyzel White Tiger,5’0” , 18.75” , 2.25” ,24.0,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,60.0
pyzel,Pyzel White Tiger,6'4” , 21.5” , 2.875” ,44.1,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,76.0
pyzel,Pyzel White Tiger,"5'11"" ", 20.5” , 2.75” ,37.5,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,71.0
pyzel,Pyzel White Tiger,5’4” , 19.125” , 2.437” ,28.2,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,64.0
pyzel,Pyzel White Tiger,6’2” , 21” , 2.812” ,40.9,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,74.0
pyzel,Pyzel White Tiger,5’7” , 19.75” , 2.562” ,31.7,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,67.0
pyzel,Pyzel White Tiger,"6'8"" ", 22” , 3.063” ,50.4,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzel-white-tiger.jpg?v=1678115932,80.0
pyzel,Pyzel Wildcat,5’2” , 18.75” , 2.31” ,24.2,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,62.0
pyzel,Pyzel Wildcat,5’4” , 19.00” , 2.38” ,26.1,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,64.0
pyzel,Pyzel Wildcat,5’6” , 19.25” , 2.44” ,27.8,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,66.0
pyzel,Pyzel Wildcat,6’0” , 20.25” , 2.63” ,34.5,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,72.0
pyzel,Pyzel Wildcat,6’8” , 22.00” , 3.13” ,49.2,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,80.0
pyzel,Pyzel Wildcat,5’10” , 19.88” , 2.56” ,32.1,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,70.0
pyzel,Pyzel Wildcat,6’2” , 20.50” , 2.75” ,37.5,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,74.0
pyzel,Pyzel Wildcat,5’8” , 19.63” , 2.50” ,30.0,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,68.0
pyzel,Pyzel Wildcat,6’4” , 21.00” , 2.88” ,41.2,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,76.0
pyzel,Pyzel Wildcat,6’6” , 21.50” , 3.00” ,45.0,https://cdn.shopify.com/s/files/1/2062/5873/files/pyzelwildcatcutout.jpg?v=1657111059,78.0
skindog-surfboards,Skindog Cherry Picker,9’6” , 23.50” , 2.81” ,75.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_skindogcherry.jpg?v=1629484749,114.0
skindog-surfboards,Skindog Hydroplane,"6'11"" ", 21.75” , 2.75” ,46.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Skindog_Hydroplane.webp?v=1718809619,83.0
skindog-surfboards,Skindog Hydroplane,6’7” , 21.50” , 2.63” ,41.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Skindog_Hydroplane.webp?v=1718809619,79.0
skindog-surfboards,Skindog Hydroplane,6’5” , 21.25” , 2.63” ,40.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Skindog_Hydroplane.webp?v=1718809619,77.0
skindog-surfboards,Skindog Ova,7’0” , 22.00” , 2.88” ,47.0,https://cdn.shopify.com/s/files/1/2062/5873/files/skindogovacutout.jpg?v=1655924080,84.0
skindog-surfboards,Skindog Ova,7’6” , 22.25” , 3.00” ,53.0,https://cdn.shopify.com/s/files/1/2062/5873/files/skindogovacutout.jpg?v=1655924080,90.0
skindog-surfboards,Skindog Ova,8’0” , 22.75” , 3.13” ,60.0,https://cdn.shopify.com/s/files/1/2062/5873/files/skindogovacutout.jpg?v=1655924080,96.0
smth-shapes-surfboards,SMTH Shapes Hooligan,5’6” , 19.00” , 2.125” ,26.6,https://cdn.shopify.com/s/files/1/2062/5873/files/holigan-cutout.png?v=1687439085,66.0
smth-shapes-surfboards,SMTH Shapes Hooligan,6’5” , 21.13” , 2.69” ,40.0,https://cdn.shopify.com/s/files/1/2062/5873/files/holigan-cutout.png?v=1687439085,77.0
smth-shapes-surfboards,SMTH Shapes Hooligan,6’0” , 20.00” , 2.44” ,32.0,https://cdn.shopify.com/s/files/1/2062/5873/files/holigan-cutout.png?v=1687439085,72.0
